Stkcd,Stknme,Listdt,Cuntrycd,Conme,Conme_en,Indcd,Indnme,Nindcd,Nindnme,Nnindcd,Nnindnme,Estbdt,PROVINCE,PROVINCECODE,CITY,CITYCODE,OWNERSHIPTYPE,OWNERSHIPTYPECODE,Favaldt,Curtrd,Ipoprm,Ipoprc,Ipocur,Nshripo,Parvcur,Ipodt,Parval,Sctcd,Statco,Crcd,Statdt,Commnt,Markettype
338,潍柴动力,2007-04-30,10,潍柴动力股份有限公司,"Weichai Power Co., Ltd.",5,工业,C75,交通运输设备制造业,C36,汽车制造业,2002-12-23,山东省,370000,潍坊市,370700,国营或国有控股,P0301,2007-04-30,CNY,19.4700,20.4700,CNY,190654,CNY,2007-04-30,1.000,2,A,,2024-01-15,02338,4
400,许继电气,1997-04-18,10,许继电气股份有限公司,"XJ Electric Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1993-03-15,河南省,410000,许昌市,411000,国营或国有控股,P0301,1997-04-18,CNY,8.2400,9.2400,CNY,50000,CNY,1997-04-02,1.000,2,A,,2024-01-15,,4
401,冀东水泥,1996-06-14,10,唐山冀东水泥股份有限公司,"Tangshan Jidong Cement Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1994-05-08,河北省,130000,唐山市,130200,国营或国有控股,P0301,1996-06-14,CNY,4.3800,5.3800,CNY,60000,CNY,1996-05-30,1.000,2,A,,2024-01-15,,4
402,金融街,1996-06-26,10,金融街控股股份有限公司,"Financial Street Holdings Co., Ltd.",3,房地产,J,房地产业,K70,房地产业,1995-11-08,北京市,110000,北京市,110000,国营或国有控股,P0301,1996-06-26,CNY,2.6800,3.6800,CNY,30000,CNY,1996-06-06,1.000,2,A,,2024-01-15,,4
403,派林生物,1996-06-28,10,派斯双林生物制药股份有限公司,"Pacific Shuanglin Bio-pharmacy Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1993-12-28,山西省,140000,太原市,140100,国营或国有控股,P0301,1996-06-28,CNY,2.7800,3.7800,CNY,24000,CNY,1996-06-07,1.000,2,A,,2024-01-15,,4
404,长虹华意,1996-06-19,10,长虹华意压缩机股份有限公司,"Changhong Huayi Compressor Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,1994-06-16,江西省,360000,景德镇市,360200,国营或国有控股,P0301,1996-06-19,CNY,3.0800,4.0800,CNY,35000,CNY,1996-05-27,1.000,2,A,,2024-01-15,,4
405,"ST 鑫光",1996-06-20,10,珠海鑫光集团股份有限公司,"Zhuhai Xinguang Group Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1992-08-10,广东省,440000,珠海市,440400,私营企业,P0306,1996-06-20,CNY,2.6000,3.6000,CNY,23700,CNY,1996-05-28,1.000,2,D,,2004-03-19,,4
406,石油大明,1996-06-28,10,中国石化胜利油田大明(集团)股份有限公司,"Sinopec Shengli Oil Field Dynamic Group Co., Ltd.",5,工业,B03,石油和天然气开采业,B07,石油和天然气开采业,1993-05-08,山东省,370000,东营市,370500,国营或国有控股,P0301,1996-06-28,CNY,4.9800,5.9800,CNY,14419,CNY,1996-06-12,1.000,2,D,,2006-04-21,,4
407,胜利股份,1996-07-03,10,山东胜利股份有限公司,"Shandong Shengli Co., Ltd.",5,工业,D03,煤气生产和供应业,D45,燃气生产和供应业,1994-05-11,山东省,370000,济南市,370100,私营企业,P0306,1996-07-03,CNY,5.0000,6.0000,CNY,10500,CNY,1996-06-19,1.000,2,A,,2024-01-15,,4
408,藏格矿业,1996-06-28,10,藏格矿业股份有限公司,"Zangge Mining Company Limited",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1996-06-25,青海省,630000,格尔木市,632801,私营企业,P0306,1996-06-28,CNY,3.8000,4.8000,CNY,15000,CNY,1996-06-13,1.000,2,A,,2024-01-15,,4
409,云鼎科技,1996-06-27,10,云鼎科技股份有限公司,"Yunding Technology Co.,Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1993-04-28,山东省,370000,济南市,370100,私营企业,P0306,1996-06-27,CNY,4.6800,5.6800,CNY,21000,CNY,1996-06-12,1.000,2,A,,2024-01-15,,4
410,沈阳机床,1996-07-18,10,沈阳机床股份有限公司,"Shenyang Machine Tool Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,1993-05-20,辽宁省,210000,沈阳市,210100,国营或国有控股,P0301,1996-07-18,CNY,3.1600,4.1600,CNY,54000,CNY,1996-06-27,1.000,2,A,,2024-01-15,,4
411,英特集团,1996-07-16,10,浙江英特集团股份有限公司,"Zhejiang Int'l Group Co., Ltd.",6,商业,H,批发和零售贸易,F51,批发业,1993-04-01,浙江省,330000,杭州市,330100,国营或国有控股,P0301,1996-07-16,CNY,3.6000,4.6000,CNY,10560,CNY,1996-06-26,1.000,2,A,,2024-01-15,,4
412,"ST 五环",1996-07-15,10,长春北方五环实业股份有限公司,"Changchun North China Wohuan Co., Ltd.",4,综合,M,综合类,S90,综合,1993-06-28,吉林省,220000,长春市,220100,私营企业,P0306,1996-07-15,CNY,7.9800,8.9800,CNY,16800,CNY,1996-07-01,1.000,2,D,,2003-09-19,,4
413,东旭光电,1996-09-25,10,东旭光电科技股份有限公司,"Dongxu Optoelectronic Technology Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,1992-12-26,河北省,130000,石家庄市,130100,国营或国有控股,P0301,1996-09-25,CNY,5.2800,6.2800,CNY,26200,CNY,1996-09-11,1.000,2,A,200413,2024-01-15,,4
415,渤海租赁,1996-07-16,10,渤海租赁股份有限公司,"Bohai Leasing Co., Ltd.",2,公用事业,K39,租赁服务业,L71,租赁业,1993-06-30,新疆维吾尔自治区,650000,乌鲁木齐市,650100,国营或国有控股,P0301,1996-07-16,CNY,5.0000,6.0000,CNY,12500,CNY,1996-06-23,1.000,2,A,,2024-01-15,,4
416,"*ST 民控",1996-07-19,10,民生控股股份有限公司,"Minsheng Holdings Co., Ltd.",1,金融,I99,其他金融业,J69,其他金融业,1993-06-12,山东省,370000,青岛市,370200,国营或国有控股,P0301,1996-07-19,CNY,4.3500,5.3500,CNY,18000,CNY,1996-06-24,1.000,2,A,,2024-01-15,,4
417,合肥百货,1996-08-12,10,合肥百货大楼集团股份有限公司,"Hefei Department Store Group Co., Ltd.",6,商业,H11,零售业,F52,零售业,1993-10-19,安徽省,340000,合肥市,340100,国营或国有控股,P0301,1996-08-12,CNY,4.8000,5.8000,CNY,16906,CNY,1996-07-08,1.000,2,A,,2024-01-15,,4
418,小天鹅A,1997-03-28,10,无锡小天鹅股份有限公司,"Wuxi Little Swan Company Limited",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1993-11-29,江苏省,320000,无锡市,320200,私营企业,P0306,1997-03-28,CNY,11.2400,12.2400,CNY,60000,CNY,1997-03-18,1.000,2,D,,2019-06-21,,4
419,通程控股,1996-08-16,10,长沙通程控股股份有限公司,"Changsha Tongcheng Holdings Co., Ltd.",6,商业,H11,零售业,F52,零售业,1996-08-10,湖南省,430000,长沙市,430100,国营或国有控股,P0301,1996-08-16,CNY,5.0800,6.0800,CNY,15000,CNY,1996-07-19,1.000,2,A,,2024-01-15,,4
420,吉林化纤,1996-08-02,10,吉林化纤股份有限公司,"Jilin Chemical Fibre Co., Ltd.",5,工业,C47,化学纤维制造业,C28,化学纤维制造业,1993-05-08,吉林省,220000,吉林市,220200,国营或国有控股,P0301,1996-08-02,CNY,5.9900,6.9900,CNY,30976,CNY,1996-07-23,1.000,2,A,,2024-01-15,,4
421,南京公用,1996-08-06,10,南京公用发展股份有限公司,"Nanjing Public Utilities Development Co., Ltd.",5,工业,D03,煤气生产和供应业,D45,燃气生产和供应业,1992-07-10,江苏省,320000,南京市,320100,国营或国有控股,P0301,1996-08-06,CNY,4.6000,5.6000,CNY,13740,CNY,1996-07-25,1.000,2,A,,2024-01-15,,4
422,湖北宜化,1996-08-15,10,湖北宜化化工股份有限公司,"Hubei Yihua Chemical Industry Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1992-12-24,湖北省,420000,宜昌市,420500,国营或国有控股,P0301,1996-08-15,CNY,4.9000,5.9000,CNY,16350,CNY,1996-07-25,1.000,2,A,,2024-01-15,,4
423,东阿阿胶,1996-07-29,10,东阿阿胶股份有限公司,"Dong-E E-Jiao Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1993-05-28,山东省,370000,聊城市,371500,国营或国有控股,P0301,1996-07-29,CNY,4.2800,5.2800,CNY,10900,CNY,1996-07-05,1.000,2,A,,2024-01-15,,4
425,徐工机械,1996-08-28,10,徐工集团工程机械股份有限公司,"XCMG Construction Machinery Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1993-12-15,江苏省,320000,徐州市,320300,国营或国有控股,P0301,1996-08-28,CNY,3.8000,4.8000,CNY,24000,CNY,1996-08-13,1.000,2,A,,2024-01-15,,4
426,兴业银锡,1996-08-28,10,内蒙古兴业银锡矿业股份有限公司,"INNER MONGOLIA XINGYE SILVER&TIN MINING CO.,LTD",5,工业,B07,有色金属矿采选业,B09,有色金属矿采选业,1994-02-18,内蒙古自治区,150000,赤峰市,150400,国营或国有控股,P0301,1996-08-28,CNY,4.8800,5.8800,CNY,13700,CNY,1996-08-01,1.000,2,A,,2024-01-15,,4
428,华天酒店,1996-08-08,10,华天酒店集团股份有限公司,"Huatian Hotel Group Co., Ltd.",6,商业,K32,旅馆业,H61,住宿业,1995-09-27,湖南省,430000,长沙市,430100,国营或国有控股,P0301,1996-08-08,CNY,4.9800,5.9800,CNY,20000,CNY,1996-07-19,1.000,2,A,,2024-01-15,,4
429,粤高速A,1998-02-20,10,广东省高速公路发展股份有限公司,"Guangdong Provincial Expressway Development Co., Ltd.",2,公用事业,F03,公路运输业,G54,道路运输业,1993-10-21,广东省,440000,广州市,440100,国营或国有控股,P0301,1998-02-20,CNY,4.4100,5.4100,CNY,100000,CNY,1998-01-09,1.000,2,A,200429,2024-01-15,,4
430,张家界,1996-08-29,10,张家界旅游集团股份有限公司,"Zhang Jia Jie Tourism Group Co., Ltd.",2,公用事业,K01,公共设施服务业,N78,公共设施管理业,1992-12-19,湖南省,430000,张家界市,430800,私营企业,P0306,1996-08-29,CNY,5.8000,6.8000,CNY,10000,CNY,1996-08-13,1.000,2,A,,2024-01-15,,4
488,晨鸣纸业,2000-11-20,10,山东晨鸣纸业集团股份有限公司,"Shandong Chenming Paper Holdings Ltd.",5,工业,C31,造纸及纸制品业,C22,造纸及纸制品业,1993-05-05,山东省,370000,寿光市,370783,国营或国有控股,P0301,2000-11-20,CNY,19.8000,20.8000,CNY,70000,CNY,2000-11-02,1.000,2,A,200488,2024-01-15,01812,4
498,山东路桥,1997-06-09,10,山东高速路桥集团股份有限公司,"Shandong High-speed Road & Bridge Group Co., Ltd.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,1993-12-22,山东省,370000,济南市,370100,国营或国有控股,P0301,1997-06-09,CNY,4.8800,5.8800,CNY,60000,CNY,1997-05-21,1.000,2,A,,2024-01-15,,4
501,武商集团,1992-11-20,10,武商集团股份有限公司,"Wuhan Department Store Group Co., Ltd.",6,商业,H11,零售业,F52,零售业,1992-07-01,湖北省,420000,武汉市,420100,国营或国有控股,P0301,1992-11-20,CNY,2.5000,3.5000,CNY,65000,CNY,1992-04-01,1.000,2,A,,2024-01-15,,4
502,绿景退,1992-11-23,10,绿景控股股份有限公司,"Lvjing Holding Co., Ltd.",3,房地产,J,房地产业,K70,房地产业,1991-05-18,广东省,440000,广州市,440100,私营企业,P0306,1992-11-23,CNY,0.0000,1.0000,CNY,16741,CNY,1991-06-05,1.000,2,D,,2022-06-27,,4
503,国新健康,1992-11-30,10,国新健康保障服务集团股份有限公司,"China Reform Health Management and Services Group Co., Ltd.",2,公用事业,G87,计算机应用服务业,I64,互联网和相关服务,1991-09-26,山东省,370000,青岛市,370200,国营或国有控股,P0301,1992-11-30,CNY,0.0000,1.0000,CNY,31035,CNY,1991-10-05,1.000,2,A,,2024-01-15,,4
504,南华生物,1992-12-08,10,南华生物医药股份有限公司,"Nanhua Bio-Medicine Co., Ltd.",2,公用事业,K20,专业、科研服务业,M75,科技推广和应用服务业,1991-10-18,湖南省,430000,长沙市,430100,国营或国有控股,P0301,1992-12-08,CNY,0.0000,1.0000,CNY,30000,CNY,1991-10-28,1.000,2,A,,2024-01-15,,4
505,京粮控股,1992-12-21,10,海南京粮控股股份有限公司,"Hainan Jingliang Holdings Co., Ltd.",5,工业,C01,食品加工业,C13,农副食品加工业,1988-03-22,海南省,460000,海口市,460100,国营或国有控股,P0301,1992-12-21,CNY,0.0000,1.0000,CNY,21086,CNY,1992-01-20,1.000,2,A,200505,2024-01-15,,4
506,中润资源,1993-03-12,10,中润资源投资股份有限公司,"Zhongrun Resources Investment Corporation",5,工业,B07,有色金属矿采选业,B09,有色金属矿采选业,1988-06-01,山东省,370000,济南市,370100,私营企业,P0306,1993-03-12,CNY,2.2000,3.2000,CNY,30000,CNY,1989-01-27,1.000,2,A,,2024-01-15,,4
507,珠海港,1993-03-26,10,珠海港股份有限公司,"Zhuhai Port Co., Ltd.",2,公用事业,F07,水上运输业,G55,水上运输业,1989-01-01,广东省,440000,珠海市,440400,国营或国有控股,P0301,1993-03-26,CNY,9.0000,10.0000,CNY,81093,CNY,1989-04-01,1.000,2,A,,2024-01-15,,4
508,琼民源A,1993-04-30,10,海南民源现代农业发展股份有限公司,"Hainan Minyuan Modern Agriculture Development Co., Ltd.",3,房地产,J,房地产业,K70,房地产业,1991-12-01,海南省,460000,海口市,460100,国营或国有控股,P0301,1993-04-30,CNY,2.9900,3.9900,CNY,30000,CNY,1992-09-02,1.000,2,D,,1999-07-12,,4
509,华塑控股,1993-05-07,10,华塑控股股份有限公司,"Huasu Holdings Co., Ltd.",2,公用事业,K37,卫生、保健、护理服务业,Q83,卫生,1990-10-18,四川省,510000,南充市,511300,私营企业,P0306,1993-05-07,CNY,0.0000,1.0000,CNY,28428,CNY,1992-01-01,1.000,2,A,,2024-01-15,,4
510,新金路,1993-05-07,10,四川新金路集团股份有限公司,"Sichuan Jinlu Group Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1989-04-12,四川省,510000,德阳市,510600,国营或国有控股,P0301,1993-05-07,CNY,2.2000,3.2000,CNY,20000,CNY,1992-12-01,1.000,2,A,,2024-01-15,,4
511,烯碳退,1993-05-18,10,银基烯碳新材料集团股份有限公司,"Ingenious Ene-Carbon New Materials Group Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1988-09-01,辽宁省,210000,沈阳市,210100,私营企业,P0306,1993-05-18,CNY,0.0000,1.0000,CNY,16000,CNY,1989-02-21,1.000,2,D,,2018-07-18,,4
513,丽珠集团,1993-10-28,10,丽珠医药集团股份有限公司,"Livzon Pharmaceutical Group Inc.",5,工业,C81,医药制造业,C27,医药制造业,1992-03-01,广东省,440000,珠海市,440400,私营企业,P0306,1993-10-28,CNY,5.3800,6.3800,CNY,13000,CNY,1993-09-16,1.000,2,A,,2024-01-15,01513,4
514,渝开发,1993-07-12,10,重庆渝开发股份有限公司,"Chongqing Yukaifa Co., Ltd.",3,房地产,J,房地产业,K70,房地产业,1992-10-23,重庆市,500000,重庆市,500000,国营或国有控股,P0301,1993-07-12,CNY,0.0000,1.0000,CNY,18000,CNY,1992-06-01,1.000,2,A,,2024-01-15,,4
515,攀渝钛业,1993-07-12,10,攀钢集团重庆钛业股份有限公司,"Chongqing Titanium Industry Co., Ltd. of Pangang Group",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1992-09-11,重庆市,500000,重庆市,500000,国营或国有控股,P0301,1993-07-12,CNY,0.0000,1.0000,CNY,36000,CNY,1992-06-01,1.000,2,D,,2009-05-06,,4
516,国际医学,1993-08-09,10,西安国际医学投资股份有限公司,"Xi'an International Medical Investment Co., Ltd.",2,公用事业,K37,卫生、保健、护理服务业,Q83,卫生,1986-12-19,陕西省,610000,西安市,610100,私营企业,P0306,1993-08-09,CNY,1.1000,2.1000,CNY,6000,CNY,1992-05-01,1.000,2,A,,2024-01-15,,4
517,荣安地产,1993-08-06,10,荣安地产股份有限公司,"Rongan Property Co., Ltd.",3,房地产,J,房地产业,K70,房地产业,1989-05-19,浙江省,330000,宁波市,330200,私营企业,P0306,1993-08-06,CNY,2.3000,3.3000,CNY,16400,CNY,1993-05-01,1.000,2,A,,2024-01-15,,4
518,四环生物,1993-09-08,10,江苏四环生物股份有限公司,"Jiangsu Sihuan Bioengineering Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1992-05-18,江苏省,320000,江阴市,320281,私营企业,P0306,1993-09-08,CNY,1.5000,2.5000,CNY,40000,CNY,1993-04-26,1.000,2,A,,2024-01-15,,4
519,中兵红箭,1993-10-08,10,中兵红箭股份有限公司,"North Industries Group Red Arrow Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1988-08-18,湖南省,430000,湘潭市,430300,国营或国有控股,P0301,1993-10-08,CNY,0.0000,1.0000,CNY,5268,CNY,1989-08-21,1.000,2,A,,2024-01-15,,4
520,凤凰航运,1993-10-25,10,凤凰航运(武汉)股份有限公司,"Phoenix Shipping (Wuhan) Co.,Ltd.",2,公用事业,F07,水上运输业,G55,水上运输业,1992-05-08,湖北省,420000,武汉市,420100,国营或国有控股,P0301,1993-10-25,CNY,5.0000,6.0000,CNY,32400,CNY,1993-09-16,1.000,2,A,,2024-01-15,,4
521,长虹美菱,1993-10-18,10,长虹美菱股份有限公司,"Changhong Meiling Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1992-12-31,安徽省,340000,合肥市,340100,国营或国有控股,P0301,1993-10-18,CNY,3.8000,4.8000,CNY,30000,CNY,1993-08-30,1.000,2,A,200521,2024-01-15,,4
522,白云山A,1993-11-08,10,广州白云山制药股份有限公司,"Guangzhou Baiyunshan Pharmaceutical Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1992-11-01,广东省,440000,广州市,440100,国营或国有控股,P0301,1993-11-08,CNY,5.8000,6.8000,CNY,36000,CNY,1993-09-22,1.000,2,D,,2013-04-26,,4
523,红棉股份,1993-11-08,10,广州市红棉智汇科创股份有限公司,"HONGMIAN ZHIHUI SCIENCE AND TECHNOLOGY INNOVATIONCO.,LTD.GUANGZHOU",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1978-06-20,广东省,440000,广州市,440100,国营或国有控股,P0301,1993-11-08,CNY,5.9000,6.9000,CNY,20400,CNY,1993-09-22,1.000,2,A,,2024-01-15,,4
524,岭南控股,1993-11-18,10,广州岭南集团控股股份有限公司,"Guangzhou Lingnan Group Holdings Company Limited",2,公用事业,K99,其他社会服务业,L72,商务服务业,1992-12-26,广东省,440000,广州市,440100,国营或国有控股,P0301,1993-11-18,CNY,5.2800,6.2800,CNY,21000,CNY,1993-09-22,1.000,2,A,,2024-01-15,,4
525,"ST 红太阳",1993-10-28,10,南京红太阳股份有限公司,"Nanjing Red Sun Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1991-06-13,江苏省,320000,南京市,320100,私营企业,P0306,1993-10-28,CNY,1.6800,2.6800,CNY,25000,CNY,1993-09-24,1.000,2,A,,2024-01-15,,4
526,学大教育,1993-11-01,10,学大(厦门)教育科技集团股份有限公司,"Xueda (Xiamen) Education Technology Group Co., Ltd.",2,公用事业,K99,其他社会服务业,P82,教育,1992-07-02,福建省,350000,厦门市,350200,私营企业,P0306,1993-11-01,CNY,1.0000,2.0000,CNY,13000,CNY,1992-09-21,1.000,2,A,,2024-01-15,,4
527,美的电器,1993-11-12,10,广东美的电器股份有限公司,"Guangdong Midea Holding Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1992-08-01,广东省,440000,佛山市,440600,国营或国有控股,P0301,1993-11-12,CNY,7.4500,8.4500,CNY,22770,CNY,1993-10-06,1.000,2,D,,2013-09-18,,4
528,柳工,1993-11-18,10,广西柳工机械股份有限公司,"Guangxi LiuGong Machinery Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1993-11-08,广西壮族自治区,450000,柳州市,450200,国营或国有控股,P0301,1993-11-18,CNY,3.2000,4.2000,CNY,50000,CNY,1993-10-15,1.000,2,A,,2024-01-15,,4
529,广弘控股,1993-11-18,10,广东广弘控股股份有限公司,"Guangdong Guanghong Holding Co., Ltd.",5,工业,C01,食品加工业,C13,农副食品加工业,1992-07-05,广东省,440000,广州市,440100,国营或国有控股,P0301,1993-11-18,CNY,6.2000,7.2000,CNY,25500,CNY,1993-10-04,1.000,2,A,,2024-01-15,,4
530,冰山冷热,1993-12-08,10,冰山冷热科技股份有限公司,"Bingshan Refrigeration & Heat Transfer Technologies Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,1993-11-28,辽宁省,210000,大连市,210200,国营或国有控股,P0301,1993-12-08,CNY,2.5000,3.5000,CNY,30000,CNY,1993-10-18,1.000,2,A,200530,2024-01-15,,4
531,穗恒运A,1994-01-06,10,广州恒运企业集团股份有限公司,"Guangzhou Hengyun Enterprises Holdings Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1993-11-28,广东省,440000,广州市,440100,国营或国有控股,P0301,1994-01-06,CNY,3.8000,4.8000,CNY,21100,CNY,1993-10-20,1.000,2,A,,2024-01-15,,4
