Stkcd,Stknme,Listdt,Cuntrycd,Conme,Conme_en,Indcd,Indnme,Nindcd,Nindnme,Nnindcd,Nnindnme,Estbdt,PROVINCE,PROVINCECODE,CITY,CITYCODE,OWNERSHIPTYPE,OWNERSHIPTYPECODE,Favaldt,Curtrd,Ipoprm,Ipoprc,Ipocur,Nshripo,Parvcur,Ipodt,Parval,Sctcd,Statco,Crcd,Statdt,Commnt,Markettype
2136,安纳达,2007-05-30,10,安徽安纳达钛业股份有限公司,"Anhui Annada Titanium Industry Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2005-03-23,安徽省,340000,铜陵市,340700,国营或国有控股,P0301,2007-05-30,CNY,7.0800,8.0800,CNY,20000,CNY,2007-05-21,1.000,2,A,,2024-01-15,,4
2137,实益达,2007-06-13,10,深圳市实益达科技股份有限公司,"Shenzhen Sea Star Technology Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,1998-06-05,广东省,440000,深圳市,440300,私营企业,P0306,2007-06-13,CNY,9.3000,10.3000,CNY,33400,CNY,2007-05-31,1.000,2,A,,2024-01-15,,4
2138,顺络电子,2007-06-13,10,深圳顺络电子股份有限公司,"Shenzhen Sunlord Electronics Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2005-09-21,广东省,440000,深圳市,440300,中外合资,P0303,2007-06-13,CNY,12.6000,13.6000,CNY,24000,CNY,2007-06-01,1.000,2,A,,2024-01-15,,4
2139,拓邦股份,2007-06-29,10,深圳拓邦股份有限公司,"Shenzhen Topband Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1996-02-09,广东省,440000,深圳市,440300,私营企业,P0306,2007-06-29,CNY,9.4800,10.4800,CNY,18080,CNY,2007-06-20,1.000,2,A,,2024-01-15,,4
2140,东华科技,2007-07-12,10,东华工程科技股份有限公司,"East China Engineering Science and Technology Co., Ltd.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,2001-07-18,安徽省,340000,合肥市,340100,国营或国有控股,P0301,2007-07-12,CNY,19.0000,20.0000,CNY,16800,CNY,2007-07-03,1.000,2,A,,2024-01-15,,4
2141,贤丰控股,2007-07-20,10,贤丰控股股份有限公司,"Infund Holding Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1985-01-26,广东省,440000,珠海市,440400,私营企业,P0306,2007-07-20,CNY,7.5100,8.5100,CNY,20300,CNY,2007-07-12,1.000,2,A,,2024-01-15,,4
2142,宁波银行,2007-07-19,10,宁波银行股份有限公司,"Bank of Ningbo Co., Ltd.",1,金融,I01,银行业,J66,货币金融服务,1997-04-10,浙江省,330000,宁波市,330200,中外合资,P0303,2007-07-19,CNY,8.2000,9.2000,CNY,450000,CNY,2007-07-12,1.000,2,A,,2024-01-15,,4
2143,印纪退,2007-07-20,10,印纪娱乐传媒股份有限公司,"Yinji Entertainment and Media Co., Ltd.",2,公用事业,K99,其他社会服务业,L72,商务服务业,2003-08-22,四川省,510000,遂宁市,510900,私营企业,P0306,2007-07-20,CNY,9.1500,10.1500,CNY,27000,CNY,2007-07-12,1.000,2,D,,2019-11-29,,4
2144,宏达高科,2007-08-03,10,宏达高科控股股份有限公司,"Hongda High-Tech Holding Co., Ltd.",5,工业,C11,纺织业,C17,纺织业,1997-07-24,浙江省,330000,海宁市,330481,私营企业,P0306,2007-08-03,CNY,4.4300,5.4300,CNY,27000,CNY,2007-07-23,1.000,2,A,,2024-01-15,,4
2145,中核钛白,2007-08-03,10,中核华原钛白股份有限公司,"CNNC Huayuan Titanium Dioxide Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2001-02-23,甘肃省,620000,白银市,620400,私营企业,P0306,2007-08-03,CNY,4.5800,5.5800,CNY,60000,CNY,2007-07-23,1.000,2,A,,2024-01-15,,4
2146,荣盛发展,2007-08-08,10,荣盛房地产发展股份有限公司,"Risesun Real Estate Development Co., Ltd.",3,房地产,J,房地产业,K70,房地产业,2003-01-20,河北省,130000,廊坊市,131000,私营企业,P0306,2007-08-08,CNY,11.9300,12.9300,CNY,70000,CNY,2007-07-24,1.000,2,A,,2024-01-15,,4
2147,新光退,2007-08-08,10,新光圆成股份有限公司,"Neoglory Prosperity Inc.",3,房地产,J,房地产业,K70,房地产业,2003-07-25,安徽省,340000,马鞍山市,340500,私营企业,P0306,2007-08-08,CNY,7.1200,8.1200,CNY,24000,CNY,2007-07-24,1.000,2,D,,2022-06-23,,4
2148,北纬科技,2007-08-10,10,北京北纬通信科技股份有限公司,"Beijing Bewinner Communications Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2001-12-20,北京市,110000,北京市,110000,私营企业,P0306,2007-08-10,CNY,17.0000,18.0000,CNY,12600,CNY,2007-07-26,1.000,2,A,,2024-01-15,,4
2149,西部材料,2007-08-10,10,西部金属材料股份有限公司,"Western Metal Materials Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,2000-12-28,陕西省,610000,西安市,610100,国营或国有控股,P0301,2007-08-10,CNY,7.4800,8.4800,CNY,23000,CNY,2007-07-26,1.000,2,A,,2024-01-15,,4
2150,通润装备,2007-08-10,10,江苏通润装备科技股份有限公司,"Jiangsu Tongrun Equipment Technology Co., Ltd.",5,工业,C69,金属制品业,C33,金属制品业,2002-10-28,江苏省,320000,常熟市,320581,私营企业,P0306,2007-08-10,CNY,12.9800,13.9800,CNY,17500,CNY,2007-07-26,1.000,2,A,,2024-01-15,,4
2151,北斗星通,2007-08-13,10,北京北斗星通导航技术股份有限公司,"Beijing BDStar Navigation Technology Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2000-09-25,北京市,110000,北京市,110000,私营企业,P0306,2007-08-13,CNY,11.1800,12.1800,CNY,13500,CNY,2007-07-30,1.000,2,A,,2024-01-15,,4
2152,广电运通,2007-08-13,10,广电运通集团股份有限公司,"GRG Banking Equipment Co.,Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,1999-07-08,广东省,440000,广州市,440100,国营或国有控股,P0301,2007-08-13,CNY,15.8800,16.8800,CNY,36000,CNY,2007-07-30,1.000,2,A,,2024-01-15,,4
2153,石基信息,2007-08-13,10,北京中长石基信息技术股份有限公司,"Beijing Shiji Information Technology Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1998-02-06,北京市,110000,北京市,110000,私营企业,P0306,2007-08-13,CNY,20.5000,21.5000,CNY,14000,CNY,2007-07-30,1.000,2,A,,2024-01-15,,4
2154,报喜鸟,2007-08-16,10,报喜鸟控股股份有限公司,"Baoxiniao Holding Co., Ltd.",5,工业,C13,服装及其他纤维制品制造业,C18,纺织服装、服饰业,2001-06-20,浙江省,330000,温州市,330300,私营企业,P0306,2007-08-16,CNY,11.6000,12.6000,CNY,24000,CNY,2007-08-01,1.000,2,A,,2024-01-15,,4
2155,湖南黄金,2007-08-16,10,湖南黄金股份有限公司,"Hunan Gold Corporation Limited",5,工业,B07,有色金属矿采选业,B09,有色金属矿采选业,2000-12-25,湖南省,430000,长沙市,430100,国营或国有控股,P0301,2007-08-16,CNY,11.5000,12.5000,CNY,98000,CNY,2007-08-01,1.000,2,A,,2024-01-15,,4
2156,通富微电,2007-08-16,10,通富微电子股份有限公司,"Tongfu Microelectronics Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,1994-02-04,江苏省,320000,南通市,320600,私营企业,P0306,2007-08-16,CNY,7.8200,8.8200,CNY,67000,CNY,2007-08-01,1.000,2,A,,2024-01-15,,4
2157,"*ST 正邦",2007-08-17,10,江西正邦科技股份有限公司,"Jiangxi Zhengbang Technology Co., Ltd.",4,综合,A05,畜牧业,A03,畜牧业,1996-09-26,江西省,360000,南昌市,360100,中外合资,P0303,2007-08-17,CNY,10.0900,11.0900,CNY,19000,CNY,2007-08-03,1.000,2,A,,2024-01-15,,4
2158,汉钟精机,2007-08-17,10,上海汉钟精机股份有限公司,"Shanghai Hanbell Precise Machinery Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,1998-01-07,上海市,310000,上海市,310000,中外合资,P0303,2007-08-17,CNY,8.0800,9.0800,CNY,38000,CNY,2007-08-03,1.000,2,A,,2024-01-15,,4
2159,三特索道,2007-08-17,10,武汉三特索道集团股份有限公司,"Wuhan Sante Cableway Group Co., Ltd.",2,公用事业,K01,公共设施服务业,N78,公共设施管理业,1989-09-05,湖北省,420000,武汉市,420100,国营或国有控股,P0301,2007-08-17,CNY,4.6800,5.6800,CNY,30000,CNY,2007-08-06,1.000,2,A,,2024-01-15,,4
2160,常铝股份,2007-08-21,10,江苏常铝铝业集团股份有限公司,"Jiangsu Alcha Aluminum Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,2004-06-02,江苏省,320000,常熟市,320581,私营企业,P0306,2007-08-21,CNY,5.9800,6.9800,CNY,42500,CNY,2007-08-07,1.000,2,A,,2024-01-15,,4
2161,远望谷,2007-08-21,10,深圳市远望谷信息技术股份有限公司,"Invengo Information Technology Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2003-12-10,广东省,440000,深圳市,440300,私营企业,P0306,2007-08-21,CNY,12.3000,13.3000,CNY,16100,CNY,2007-08-07,1.000,2,A,,2024-01-15,,4
2162,悦心健康,2007-08-23,10,上海悦心健康集团股份有限公司,"Everjoy Health Group Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,2002-01-15,上海市,310000,上海市,310000,中外合资,P0303,2007-08-23,CNY,4.0800,5.0800,CNY,95000,CNY,2007-08-07,1.000,2,A,,2024-01-15,,4
2163,海南发展,2007-08-23,10,海控南海发展股份有限公司,"Hainan Development Holdings NanhaiCo.,Ltd.",4,综合,E05,装修装饰业,E50,建筑装饰和其他建筑业,1995-06-22,广东省,440000,深圳市,440300,国营或国有控股,P0301,2007-08-23,CNY,7.1500,8.1500,CNY,34000,CNY,2007-08-09,1.000,2,A,,2024-01-15,,4
2164,宁波东力,2007-08-23,10,宁波东力股份有限公司,"Ningbo Donly Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1999-04-27,浙江省,330000,宁波市,330200,私营企业,P0306,2007-08-23,CNY,7.2000,8.2000,CNY,30000,CNY,2007-08-08,1.000,2,A,,2024-01-15,,4
2165,红宝丽,2007-09-13,10,红宝丽集团股份有限公司,"Hongbaoli Group Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1994-06-23,江苏省,320000,南京市,320100,私营企业,P0306,2007-09-13,CNY,11.0900,12.0900,CNY,19000,CNY,2007-08-27,1.000,2,A,,2024-01-15,,4
2166,莱茵生物,2007-09-13,10,桂林莱茵生物科技股份有限公司,"Guilin Layn Natural Ingredients Corp.",5,工业,C81,医药制造业,C27,医药制造业,2000-11-28,广西壮族自治区,450000,桂林市,450300,私营企业,P0306,2007-09-13,CNY,8.8900,9.8900,CNY,16500,CNY,2007-09-03,1.000,2,A,,2024-01-15,,4
2167,东方锆业,2007-09-13,10,广东东方锆业科技股份有限公司,"Guangdong Orient Zirconic Ind Sci & Tech Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1995-11-10,广东省,440000,汕头市,440500,国营或国有控股,P0301,2007-09-13,CNY,7.9100,8.9100,CNY,12500,CNY,2007-09-03,1.000,2,A,,2024-01-15,,4
2168,惠程科技,2007-09-19,10,重庆惠程信息科技股份有限公司,"Chongqing Hifuture Information Technology Co., Ltd.",2,公用事业,G87,计算机应用服务业,I64,互联网和相关服务,1999-07-02,重庆市,500000,重庆市,500000,私营企业,P0306,2007-09-19,CNY,18.1300,19.1300,CNY,13000,CNY,2007-09-07,1.000,2,A,,2024-01-15,,4
2169,智光电气,2007-09-19,10,广州智光电气股份有限公司,"Guangzhou Zhiguang Electric Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2005-12-21,广东省,440000,广州市,440100,私营企业,P0306,2007-09-19,CNY,8.3100,9.3100,CNY,18000,CNY,2007-09-07,1.000,2,A,,2024-01-15,,4
2170,芭田股份,2007-09-19,10,深圳市芭田生态工程股份有限公司,"Shenzhen Batian Ecotypic Engineering Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2001-07-25,广东省,440000,深圳市,440300,私营企业,P0306,2007-09-19,CNY,9.1600,10.1600,CNY,24000,CNY,2007-09-07,1.000,2,A,,2024-01-15,,4
2171,楚江新材,2007-09-21,10,安徽楚江科技新材料股份有限公司,"Anhui Truchum Advanced Materials & Technology Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,2002-10-10,安徽省,340000,芜湖市,340200,私营企业,P0306,2007-09-21,CNY,10.6600,11.6600,CNY,35000,CNY,2007-09-10,1.000,2,A,,2024-01-15,,4
2172,澳洋健康,2007-09-21,10,江苏澳洋健康产业股份有限公司,"Jiangsu Aoyang Health Industry Co., Ltd.",5,工业,C47,化学纤维制造业,C28,化学纤维制造业,2001-10-22,江苏省,320000,张家港市,320582,私营企业,P0306,2007-09-21,CNY,13.8500,14.8500,CNY,44000,CNY,2007-09-10,1.000,2,A,,2024-01-15,,4
2173,创新医疗,2007-09-25,10,创新医疗管理股份有限公司,"Innovation Medical Management Co., Ltd.",2,公用事业,K37,卫生、保健、护理服务业,Q83,卫生,2003-09-30,浙江省,330000,诸暨市,330681,私营企业,P0306,2007-09-25,CNY,10.3000,11.3000,CNY,17000,CNY,2007-09-17,1.000,2,A,,2024-01-15,,4
2174,游族网络,2007-09-25,10,游族网络股份有限公司,"Youzu Interactive Co., Ltd.",2,公用事业,G87,计算机应用服务业,I64,互联网和相关服务,1995-09-22,福建省,350000,晋江市,350582,私营企业,P0306,2007-09-25,CNY,4.6800,5.6800,CNY,21000,CNY,2007-09-17,1.000,2,A,,2024-01-15,,4
2175,东方智造,2007-10-12,10,广西东方智造科技股份有限公司,"Guangxi Oriental Intelligent Manufacturing Technology Co., Ltd.",5,工业,C78,仪器仪表及文化、办公用机械制造业,C40,仪器仪表制造业,2001-12-29,广西壮族自治区,450000,桂林市,450300,私营企业,P0306,2007-10-12,CNY,10.0900,11.0900,CNY,14500,CNY,2007-09-24,1.000,2,A,,2024-01-15,,4
2176,江特电机,2007-10-12,10,江西特种电机股份有限公司,"Jiangxi Special Electrical Motor Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1991-11-26,江西省,360000,宜春市,360900,私营企业,P0306,2007-10-12,CNY,10.8000,11.8000,CNY,17000,CNY,2007-09-24,1.000,2,A,,2024-01-15,,4
2177,御银股份,2007-11-01,10,广州御银科技股份有限公司,"Guangzhou KingTeller Technology Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2001-04-26,广东省,440000,广州市,440100,私营企业,P0306,2007-11-01,CNY,12.7900,13.7900,CNY,19000,CNY,2007-10-22,1.000,2,A,,2024-01-15,,4
2178,延华智能,2007-11-01,10,上海延华智能科技(集团)股份有限公司,"Shanghai Yanhua Smartech Group Co., Ltd.",2,公用事业,K20,专业、科研服务业,M74,专业技术服务业,2006-11-02,上海市,310000,上海市,310000,私营企业,P0306,2007-11-01,CNY,6.8900,7.8900,CNY,20000,CNY,2007-10-22,1.000,2,A,,2024-01-15,,4
2179,中航光电,2007-11-01,10,中航光电科技股份有限公司,"AVIC Jonhon Optronic Technology Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2002-12-31,河南省,410000,洛阳市,410300,国营或国有控股,P0301,2007-11-01,CNY,15.1900,16.1900,CNY,30000,CNY,2007-10-18,1.000,2,A,,2024-01-15,,4
2180,纳思达,2007-11-13,10,纳思达股份有限公司,"Ninestar Corporation",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2004-08-18,广东省,440000,珠海市,440400,私营企业,P0306,2007-11-13,CNY,12.8800,13.8800,CNY,14000,CNY,2007-10-29,1.000,2,A,,2024-01-15,,4
2181,粤传媒,2007-11-16,10,广东广州日报传媒股份有限公司,"Guangdong Guangzhou Daily Media Co., Ltd.",2,公用事业,K99,其他社会服务业,L72,商务服务业,1992-12-28,广东省,440000,广州市,440100,国营或国有控股,P0301,2007-11-16,CNY,6.4900,7.4900,CNY,70000,CNY,2007-11-05,1.000,2,A,,2024-01-15,,4
2182,宝武镁业,2007-11-13,10,宝武镁业科技股份有限公司,"BAOWU MAGNESIUM TECHNOLOGY CO., LTD",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1993-11-30,江苏省,320000,南京市,320100,私营企业,P0306,2007-11-13,CNY,9.7900,10.7900,CNY,48000,CNY,2007-10-31,1.000,2,A,,2024-01-15,,4
2183,怡亚通,2007-11-13,10,深圳市怡亚通供应链股份有限公司,"Eternal Asia Supply Chain Management Ltd.",2,公用事业,K99,其他社会服务业,L72,商务服务业,2004-03-30,广东省,440000,深圳市,440300,私营企业,P0306,2007-11-13,CNY,23.8900,24.8900,CNY,31000,CNY,2007-10-31,1.000,2,A,,2024-01-15,,4
2184,海得控制,2007-11-16,10,上海海得控制系统股份有限公司,"Shanghai Hi-tech Control System Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2000-04-26,上海市,310000,上海市,310000,私营企业,P0306,2007-11-16,CNY,11.9000,12.9000,CNY,28000,CNY,2007-11-05,1.000,2,A,,2024-01-15,,4
2185,华天科技,2007-11-20,10,天水华天科技股份有限公司,"Tianshui Huatian Technology Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2003-12-25,甘肃省,620000,天水市,620500,私营企业,P0306,2007-11-20,CNY,9.5500,10.5500,CNY,44000,CNY,2007-11-06,1.000,2,A,,2024-01-15,,4
2186,全聚德,2007-11-20,10,中国全聚德(集团)股份有限公司,"China Quanjude (Group) Co., Ltd.",6,商业,K30,餐饮业,H62,餐饮业,1994-06-16,北京市,110000,北京市,110000,国营或国有控股,P0301,2007-11-20,CNY,10.3900,11.3900,CNY,36000,CNY,2007-11-05,1.000,2,A,,2024-01-15,,4
2187,广百股份,2007-11-22,10,广州市广百股份有限公司,"Guangzhou Grandbuy Co., Ltd.",6,商业,H11,零售业,F52,零售业,2002-04-30,广东省,440000,广州市,440100,国营或国有控股,P0301,2007-11-22,CNY,10.6800,11.6800,CNY,40000,CNY,2007-11-08,1.000,2,A,,2024-01-15,,4
2188,中天服务,2007-11-22,10,中天服务股份有限公司,"Zhongtian Service Co., Ltd.",2,公用事业,K99,其他社会服务业,L72,商务服务业,2006-11-22,浙江省,330000,嘉兴市,330400,私营企业,P0306,2007-11-22,CNY,9.0700,10.0700,CNY,20000,CNY,2007-11-08,1.000,2,A,,2024-01-15,,4
2189,中光学,2007-12-03,10,中光学集团股份有限公司,"Costar Group Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,1995-04-05,河南省,410000,南阳市,411300,国营或国有控股,P0301,2007-12-03,CNY,4.1000,5.1000,CNY,50000,CNY,2007-11-15,1.000,2,A,,2024-01-15,,4
2190,成飞集成,2007-12-03,10,四川成飞集成科技股份有限公司,"Sichuan Chengfei Integration Technology Co., Ltd.",5,工业,C75,交通运输设备制造业,C36,汽车制造业,2000-12-06,四川省,510000,成都市,510100,国营或国有控股,P0301,2007-12-03,CNY,8.9000,9.9000,CNY,27000,CNY,2007-11-15,1.000,2,A,,2024-01-15,,4
2191,劲嘉股份,2007-12-05,10,深圳劲嘉集团股份有限公司,"Shenzhen Jinjia Group Co., Ltd.",5,工业,C35,印刷业,C23,印刷和记录媒介复制业,1996-10-14,广东省,440000,深圳市,440300,私营企业,P0306,2007-12-05,CNY,16.7800,17.7800,CNY,67500,CNY,2007-11-21,1.000,2,A,,2024-01-15,,4
2192,融捷股份,2007-12-05,10,融捷股份有限公司,"Youngy Co., Ltd.",5,工业,B07,有色金属矿采选业,B09,有色金属矿采选业,1998-08-21,广东省,440000,广州市,440100,私营企业,P0306,2007-12-05,CNY,8.2900,9.2900,CNY,15200,CNY,2007-11-21,1.000,2,A,,2024-01-15,,4
2193,如意集团,2007-12-07,10,山东如意毛纺服装集团股份有限公司,"Shandong Ruyi Woolen Garment Group Co., Ltd.",5,工业,C11,纺织业,C17,纺织业,1993-12-28,山东省,370000,济宁市,370800,私营企业,P0306,2007-12-07,CNY,12.0700,13.0700,CNY,20000,CNY,2007-11-26,1.000,2,A,,2024-01-15,,4
2194,武汉凡谷,2007-12-07,10,武汉凡谷电子技术股份有限公司,"Wuhan Fingu Electronic Technology Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,1989-10-20,湖北省,420000,武汉市,420100,私营企业,P0306,2007-12-07,CNY,20.1000,21.1000,CNY,53800,CNY,2007-11-26,1.000,2,A,,2024-01-15,,4
2195,岩山科技,2007-12-12,10,上海岩山科技股份有限公司,"Shanghai Stonehill Technology Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1989-04-07,上海市,310000,上海市,310000,私营企业,P0306,2007-12-12,CNY,9.4900,10.4900,CNY,14500,CNY,2007-11-30,1.000,2,A,,2024-01-15,,4
2196,方正电机,2007-12-12,10,浙江方正电机股份有限公司,"Zhejiang Founder Motor Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2001-12-20,浙江省,330000,丽水市,331100,私营企业,P0306,2007-12-12,CNY,6.4800,7.4800,CNY,20000,CNY,2007-11-30,1.000,2,A,,2024-01-15,,4
2197,证通电子,2007-12-18,10,深圳市证通电子股份有限公司,"SZZT Electronics Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1993-09-04,广东省,440000,深圳市,440300,私营企业,P0306,2007-12-18,CNY,10.2800,11.2800,CNY,22000,CNY,2007-12-04,1.000,2,A,,2024-01-15,,4
2198,嘉应制药,2007-12-18,10,广东嘉应制药股份有限公司,"Guangdong Jiaying Pharmaceutical Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,2005-06-01,广东省,440000,梅州市,441400,私营企业,P0306,2007-12-18,CNY,4.9900,5.9900,CNY,20500,CNY,2007-12-06,1.000,2,A,,2024-01-15,,4
2199,东晶电子,2007-12-21,10,浙江东晶电子股份有限公司,"Zhejiang East Crystal Electronic Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,1999-04-23,浙江省,330000,金华市,330700,私营企业,P0306,2007-12-21,CNY,7.8000,8.8000,CNY,16000,CNY,2007-12-10,1.000,2,A,,2024-01-15,,4
2200,"ST 交投",2007-12-21,10,云南交投生态科技股份有限公司,"YCIC Eco-Technology Co., Ltd.",4,综合,A03,林业,A02,林业,2001-03-28,云南省,530000,昆明市,530100,私营企业,P0306,2007-12-21,CNY,15.4900,16.4900,CNY,21000,CNY,2007-12-07,1.000,2,A,,2024-01-15,,4
2201,正威新材,2007-12-26,10,江苏正威新材料股份有限公司,"Jiangsu Amer New Material Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1994-06-30,江苏省,320000,如皋市,320682,私营企业,P0306,2007-12-26,CNY,9.1900,10.1900,CNY,20000,CNY,2007-12-11,1.000,2,A,,2024-01-15,,4
2202,金风科技,2007-12-26,10,金风科技股份有限公司,"GOLDWIND SCIENCE&TECHNOLOGY CO.,LTD.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2001-03-26,新疆维吾尔自治区,650000,乌鲁木齐市,650100,其他,P0399,2007-12-26,CNY,35.0000,36.0000,CNY,50000,CNY,2007-12-14,1.000,2,A,,2024-01-15,02208,4
2203,海亮股份,2008-01-16,10,浙江海亮股份有限公司,"Zhejiang Hailiang Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,2001-10-29,浙江省,330000,诸暨市,330681,中外合资,P0303,2008-01-16,CNY,10.1700,11.1700,CNY,55000,CNY,2008-01-03,1.000,2,A,,2024-01-15,,4
2204,大连重工,2008-01-16,10,大连华锐重工集团股份有限公司,"Dalian Huarui Heavy Industry Group Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1993-02-18,辽宁省,210000,大连市,210200,国营或国有控股,P0301,2008-01-16,CNY,9.7800,10.7800,CNY,54000,CNY,2008-01-03,1.000,2,A,,2024-01-15,,4
2205,国统股份,2008-01-23,10,新疆国统管道股份有限公司,"Xinjiang Guotong Pipeline Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,2001-08-30,新疆维吾尔自治区,650000,乌鲁木齐市,650100,国营或国有控股,P0301,2008-01-23,CNY,6.6900,7.6900,CNY,20000,CNY,2008-01-09,1.000,2,A,,2024-01-15,,4
2206,海利得,2008-01-23,10,浙江海利得新材料股份有限公司,"Zhejiang Hailide New Material Co., Ltd.",5,工业,C47,化学纤维制造业,C28,化学纤维制造业,2001-05-21,浙江省,330000,海宁市,330481,私营企业,P0306,2008-01-23,CNY,13.6900,14.6900,CNY,32000,CNY,2008-01-10,1.000,2,A,,2024-01-15,,4
2207,准油股份,2008-01-28,10,新疆准东石油技术股份有限公司,"Xinjiang Zhundong Petroleum Technology Co., Ltd.",5,工业,B50,采掘服务业,B11,开采辅助活动,2001-06-29,新疆维吾尔自治区,650000,克拉玛依市,650200,国营或国有控股,P0301,2008-01-28,CNY,6.8500,7.8500,CNY,25000,CNY,2008-01-17,1.000,2,A,,2024-01-15,,4
2208,合肥城建,2008-01-28,10,合肥城建发展股份有限公司,"Hefei Urban Construction Development Co., Ltd.",3,房地产,J,房地产业,K70,房地产业,1999-09-07,安徽省,340000,合肥市,340100,国营或国有控股,P0301,2008-01-28,CNY,14.6000,15.6000,CNY,26700,CNY,2008-01-17,1.000,2,A,,2024-01-15,,4
2209,达意隆,2008-01-30,10,广州达意隆包装机械股份有限公司,"Guangzhou Tech-Long Packaging Machinery Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1998-12-18,广东省,440000,广州市,440100,私营企业,P0306,2008-01-30,CNY,3.2400,4.2400,CNY,29000,CNY,2008-01-21,1.000,2,A,,2024-01-15,,4
2210,飞马国际,2008-01-30,10,深圳市飞马国际供应链股份有限公司,"Shenzhen Feima International Supply Chain Co., Ltd.",2,公用事业,K99,其他社会服务业,L72,商务服务业,1998-07-09,广东省,440000,深圳市,440300,私营企业,P0306,2008-01-30,CNY,6.7900,7.7900,CNY,35000,CNY,2008-01-21,1.000,2,A,,2024-01-15,,4
2211,宏达新材,2008-02-01,10,上海宏达新材料股份有限公司,"Shanghai Hongda New Material Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2002-04-24,上海市,310000,上海市,310000,私营企业,P0306,2008-02-01,CNY,9.4900,10.4900,CNY,61000,CNY,2008-01-23,1.000,2,A,,2024-01-15,,4
2212,天融信,2008-02-01,10,天融信科技集团股份有限公司,"Topsec Technologies Group Inc.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1985-08-30,广东省,440000,汕头市,440500,私营企业,P0306,2008-02-01,CNY,14.1200,15.1200,CNY,38000,CNY,2008-01-22,1.000,2,A,,2024-01-15,,4
2213,大为股份,2008-02-01,10,深圳市大为创新科技股份有限公司,"Shenzhen Dawei Innovation Technology Company Limited",5,工业,C75,交通运输设备制造业,C36,汽车制造业,2000-10-25,广东省,440000,深圳市,440300,私营企业,P0306,2008-02-01,CNY,3.7000,4.7000,CNY,26000,CNY,2008-01-22,1.000,2,A,,2024-01-15,,4
